"filename","speaker","uttNum","transcript","pos_tags","move","moveid"
"q6ec1.txt","f",199,"about in line with this dead tree ","RB IN NN IN DT JJ NN","check","q6ec1.f.move.205"
"q6ec1.txt","g",200,"so you're just below the dead tree ","RB PRP VBP RB IN DT JJ NN","reply_w","q6ec1.g.move.206"
"q6ec1.txt","f",201,"okay ","JJ","acknowledge","q6ec1.f.move.207"
"q6ec1.txt","g",202,"and then you cross the stream so's that you are actually below the dead tree ","CC RB PRP VBP DT NN RB VBZ IN PRP VBP RB IN DT JJ NN","instruct","q6ec1.g.move.208"
"q6ec1.txt","f",203,"i don't actually have anything to cross it with but ","LS VBP RB RB VBP NN TO VB PRP IN CC","explain","q6ec1.f.move.209"
"q6ec1.txt","g",204,"neither do i ","DT VBP LS","explain","q6ec1.g.move.210"
"q6ec1.txt","f",205,"that's okay ","DT VBZ JJ","explain","q6ec1.f.move.211"
"q6ec1.txt","g",206,"right ","RB","ready","q6ec1.g.move.212"
"q6ec1.txt","g",207,"do you have pine grove ","VB PRP VBP VB NN","query_yn","q6ec1.g.move.213"
"q6ec1.txt","f",208,"yeah ","NN","reply_y","q6ec1.f.move.214"
"q6ec1.txt","f",209,"bottom right ","JJ NN","check","q6ec1.f.move.215"
"q6ec1.txt","g",210,"do you have a lagoon ","VB PRP VBP DT NN","query_yn","q6ec1.g.move.217"
"q6ec1.txt","f",211,"no ","DT","reply_n","q6ec1.f.move.218"
"q6ec1.txt","f",212,"oh where ","UH WRB","query_w","q6ec1.f.move.219"
"q6ec1.txt","f",213,"i've got green bay ","LS VBP VBN JJ NN","explain","q6ec1.f.move.220"
"q6ec1.txt","g",214,"about the middle ","IN DT NN","reply_w","q6ec1.g.move.221"
"q6ec1.txt","g",215,"mm right ","NN NN","ready","q6ec1.g.move.224"
"q6ec1.txt","f",216,"oh yeah i've got lagoon yeah ","UH FW FW VBP VBN NN NN","reply_y","q6ec1.f.move.223"
"q6ec1.txt","g",217,"from where you are below the dead tree go straight down 'til you're in line with the lagoon ","IN WRB PRP VBP IN DT JJ NN VB RB RB RB PRP VBP IN NN IN DT NN","instruct","q6ec1.g.move.225"
"q6ec1.txt","f",218,"straight down uh past the buried treasure ","RB IN UH IN DT VBN NN","check","q6ec1.f.move.226"
"q6ec1.txt","g",219,"which i don't have ","WDT FW VBP RB VB","explain","q6ec1.g.move.227"
"q6ec1.txt","f",220,"never mind ","RB NN","acknowledge","q6ec1.f.move.228"
"q6ec1.txt","f",221,"okay ","JJ","acknowledge","q6ec1.f.move.229"
"q6ec1.txt","g",222,"and then go west 'til you nearly reach the lagoon ","CC RB VB JJ RB PRP RB VBP DT NN","instruct","q6ec1.g.move.230"
"q6ec1.txt","g",223,"right ","RB","align","q6ec1.g.move.231"
"q6ec1.txt","g",224,"and then down round that to the bottom the tip of the lagoon ","CC RB IN NN IN TO DT NN DT NN IN DT NN","instruct","q6ec1.g.move.232"
"q6ec1.txt","g",225,"right now ","RB RB","ready","q6ec1.g.move.233"
"q6ec1.txt","g",226,"do you have a rock fall ","VB PRP VBP DT NN NN","query_yn","q6ec1.g.move.234"
"q6ec1.txt","f",227,"no ","DT","reply_n","q6ec1.f.move.235"
"q6ec1.txt","g",228,"right you have green bay ","RB PRP VBP JJ NN","check","q6ec1.g.move.237"
"q6ec1.txt","f",229,"mmhmm ","NN","reply_y","q6ec1.f.move.238"
"q6ec1.txt","g",230,"do you have ehm ","VB PRP VBP NN","query_yn","q6ec1.g.move.239"
"q6ec1.txt","g",231,"right ","RB","ready","q6ec1.g.move.240"
"q6ec1.txt","g",232,"green bay is a bay right see the top point of green bay the outer point ","JJ NN VBZ DT NN NN VBP DT JJ NN IN JJ NN DT JJ NN","align","q6ec1.g.move.241"
"q6ec1.txt","f",233,"the westerly one ","DT JJ CD","check","q6ec1.f.move.242"
"q6ec1.txt","g",234,"yeah ","NN","reply_y","q6ec1.g.move.243"
"q6ec1.txt","g",235,"westerly point the top the end bit of land ","JJ NN DT JJ DT NN NN IN NN","clarify","q6ec1.g.move.244"
"q6ec1.txt","f",236,"mmhmm ","NN","reply_y","q6ec1.f.move.245"
"q6ec1.txt","g",237,"that like comes to a point right ","IN IN VBZ TO DT NN NN","align","q6ec1.g.move.246"
"q6ec1.txt","f",238,"the bit that looks a bit like india or something ","DT NN WDT VBZ DT NN IN NN CC NN","check","q6ec1.f.move.247"
"q6ec1.txt","g",239,"yeah mmhmm ","JJ NN","reply_y","q6ec1.g.move.248"
"q6ec1.txt","g",240,"right ","RB","ready","q6ec1.g.move.249"
"q6ec1.txt","g",241,"so you come from the bottom of the lagoon and you're wanting to go there but the wee ","RB PRP VBP IN DT NN IN DT NN CC PRP VBP VBG TO VB RB CC DT NN","instruct","q6ec1.g.move.250"
"q6ec1.txt","g",242,"if you look in the top line of green bay there's like a wee dent in it ","IN PRP VBP IN DT JJ NN IN JJ NN EX VBZ IN DT NN NN IN PRP","align","q6ec1.g.move.251"
"q6ec1.txt","f",243,"mmhmm ","NN","reply_y","q6ec1.f.move.252"
"q6ec1.txt","g",244,"that's a rock fall of about three centimetres high ","DT VBZ DT NN NN IN IN CD NNS JJ","explain","q6ec1.g.move.253"
"q6ec1.txt","f",245,"okay ","JJ","acknowledge","q6ec1.f.move.254"
"q6ec1.txt","g",246,"so you have to come from the bottom of the lagoon over that and then down to the tip ","RB PRP VBP TO VB IN DT NN IN DT NN IN DT CC RB RB TO DT NN","instruct","q6ec1.g.move.255"
"q6ec1.txt","f",247,"right ","RB","acknowledge","q6ec1.f.move.256"
"q6ec1.txt","g",248,"'kay "," FW","align","q6ec1.g.move.257"
"q6ec1.txt","g",249,"now ","RB","ready","q6ec1.g.move.258"
"q6ec1.txt","g",250,"just like cur-- ","RB IN","instruct","q6ec1.g.move.259"
"q6ec1.txt","g",251,"do you have a pirate ship ","VB PRP VBP DT JJ NN","query_yn","q6ec1.g.move.260"
"q6ec1.txt","f",252,"yeah ","NN","reply_y","q6ec1.f.move.261"
"q6ec1.txt","g",253,"right yeah and ","RB JJ CC","ready","q6ec1.g.move.262"
"q6ec1.txt","g",254,"you're meant to finish just at the front of the pirate ship so just like curve round ","PRP VBP VBN TO VB RB IN DT NN IN DT NN NN RB RB IN NN NN","instruct","q6ec1.g.move.263"
"q6ec1.txt","f",255,"over the water ","IN DT NN","check","q6ec1.f.move.264"
"q6ec1.txt","g",256,"yeah ","NN","reply_y","q6ec1.g.move.265"
"q6ec1.txt","f",257,"anywhere in this pirate ship ","RB IN DT NN NN","query_w","q6ec1.f.move.266"
"q6ec1.txt","g",258,"the the west the front ","DT DT NN DT NN","reply_w","q6ec1.g.move.267"
"q6ec1.txt","f",259,"aye okay ","NN JJ","acknowledge","q6ec1.f.move.268"
"q6ec1.txt","g",260,"and that's you ","CC DT VBZ PRP","instruct","q6ec1.g.move.269"
"q6ec2.txt","g",1,"um are you at the start ","NN VBP PRP IN DT NN","query_yn","q6ec2.g.move.1"
"q6ec2.txt","g",2,"um move downwards on the map so that the telephone kiosk you're to the left of the telephone kiosk ","RB VB RB IN DT NN IN IN DT NN NN PRP VBP TO DT NN IN DT NN NN","instruct","q6ec2.g.move.2"
"q6ec2.txt","f",3,"right ","RB","acknowledge","q6ec2.f.move.3"
"q6ec2.txt","g",4,"and continue to move downwards until you are para-- level with the stone circle ","CC VB TO VB RB IN PRP VBP NN IN DT NN NN","instruct","q6ec2.g.move.4"
"q6ec2.txt","f",5,"i haven't got a stone circle ","LS VBP RB VBD DT NN NN","explain","q6ec2.f.move.5"
"q6ec2.txt","g",6,"you don't have a stone circle ","PRP VBP RB VB DT NN NN","check","q6ec2.g.move.6"
"q6ec2.txt","f",7,"no ","DT","reply_n","q6ec2.f.move.7"
"q6ec2.txt","g",8,"okay ","JJ","acknowledge","q6ec2.g.move.8"
"q6ec2.txt","g",9,"do you have a stone circle on the map at all ","VB PRP VBP DT NN NN IN DT NN IN DT","query_yn","q6ec2.g.move.9"
"q6ec2.txt","f",10,"um i have a ruined monastery ","NN FW VBP DT VBN NN","reply_w","q6ec2.f.move.10"
"q6ec2.txt","g",11,"fine ","NN","acknowledge","q6ec2.g.move.11"
"q6ec2.txt","g",12,"um do you have any obstacle below the telephone kiosk ","RB VBP PRP VB DT NN IN DT NN NN","query_yn","q6ec2.g.move.12"
"q6ec2.txt","f",13,"a broken gate and a meadow ","DT JJ NN CC DT NN","reply_w","q6ec2.f.move.13"
"q6ec2.txt","g",14,"a brok-- ","DT","acknowledge","q6ec2.g.move.14"
"q6ec2.txt","g",15,"a broken gate ","DT JJ NN","acknowledge","q6ec2.g.move.16"
"q6ec2.txt","g",16,"directly below the telephone kiosk ","RB IN DT NN NN","query_yn","q6ec2.g.move.17"
"q6ec2.txt","f",17,"oh not directly below no ","UH RB RB IN DT","reply_n","q6ec2.f.move.18"
"q6ec2.txt","g",18,"do you have anything directly below the telephone kiosk no ","VB PRP VBP NN RB IN DT NN NN DT","check","q6ec2.g.move.19"
"q6ec2.txt","g",19,"move downwards ","NN NNS","instruct","q6ec2.g.move.21"
"q6ec2.txt","f",20,"mmhmm ","NN","acknowledge","q6ec2.f.move.22"
"q6ec2.txt","g",21,"until move completely move downwards until you're almost at the bottom of the paper ","IN NN RB VB RB IN PRP VBP RB IN DT NN IN DT NN","instruct","q6ec2.g.move.23"
"q6ec2.txt","f",22,"right ","RB","acknowledge","q6ec2.f.move.24"
"q6ec2.txt","f",23,"will i not fall over broken stones ","MD FW RB VB IN JJ NNS","query_yn","q6ec2.f.move.25"
"q6ec2.txt","g",24,"uh-huh ","RB","reply_y","q6ec2.g.move.26"
"q6ec2.txt","g",25,"are you downwards until you're almost at the bottom of the paper ","VBP PRP NNS IN PRP VBP RB IN DT NN IN DT NN","align","q6ec2.g.move.27"
"q6ec2.txt","f",26,"yep ","NN","reply_y","q6ec2.f.move.28"
"q6ec2.txt","g",27,"then move right along not comple-- for if you want it in inches about four inches ","RB VB RB IN RB IN IN PRP VBP PRP IN NNS IN CD NNS","instruct","q6ec2.g.move.29"
"q6ec2.txt","f",28,"have you got a meadow ","VB PRP VBD DT NN","query_yn","q6ec2.f.move.30"
"q6ec2.txt","g",29,"yeah ","NN","reply_y","q6ec2.g.move.32"
"q6ec2.txt","g",30,"but that's farther along ","CC DT VBZ RB RB","explain","q6ec2.g.move.33"
"q6ec2.txt","g",31,"not that far along ","RB DT RB RB","instruct","q6ec2.g.move.34"
"q6ec2.txt","f",32,"not that far along ","RB DT RB RB","acknowledge","q6ec2.f.move.35"
"q6ec2.txt","f",33,"to about the middle ","TO IN DT NN","check","q6ec2.f.move.36"
"q6ec2.txt","g",34,"no no no no no ","DT DT DT DT DT","reply_n","q6ec2.g.move.37"
"q6ec2.txt","g",35,"move when you have gone down from the telephone kiosk and you're almost at the bottom of the paper ","NN WRB PRP VBP VBN RP IN DT NN NN CC PRP VBP RB IN DT NN IN DT NN","clarify","q6ec2.g.move.38"
"q6ec2.txt","f",36,"mmhmm mmhmm ","NN NN","acknowledge","q6ec2.f.move.39"
"q6ec2.txt","g",37,"move in inches about three inches along the map ","NN IN NNS IN CD NNS IN DT NN","clarify","q6ec2.g.move.40"
"q6ec2.txt","f",38,"right okay ","RB JJ","acknowledge","q6ec2.f.move.41"
"q6ec2.txt","g",39,"okay ","JJ","align","q6ec2.g.move.42"
"q6ec2.txt","f",40,"okay ","JJ","reply_y","q6ec2.f.move.43"
"q6ec2.txt","g",41,"now move ","RB VB","instruct","q6ec2.g.move.44"
"q6ec2.txt","g",42,"do you have a farmer's gate upwards from where you are at the moment ","VB PRP VBP DT NN POS NN NNS IN WRB PRP VBP IN DT NN","query_yn","q6ec2.g.move.45"
"q6ec2.txt","f",43,"mm yeah ","NN NN","reply_y","q6ec2.f.move.46"
"q6ec2.txt","f",44,"it's broken ","PRP VBZ VBN","explain","q6ec2.f.move.47"
"q6ec2.txt","g",45,"broken yeah ","JJ NN","acknowledge","q6ec2.g.move.48"
"q6ec2.txt","g",46,"but it says farmer's gate or does it say broken gate ","CC PRP VBZ NN POS NN CC VBZ PRP VB JJ NN","query_w","q6ec2.g.move.49"
"q6ec2.txt","f",47,"no ","DT","reply_n","q6ec2.f.move.50"
"q6ec2.txt","f",48,"it says broken gate aye ","PRP VBZ JJ NN NN","explain","q6ec2.f.move.51"
"q6ec2.txt","g",49,"okay fine ","JJ NN","acknowledge","q6ec2.g.move.53"
"q6ec2.txt","g",50,"move upwards an-- so that you're to the left of the broken gate ","VB RB RB IN PRP VBP TO DT NN IN DT JJ NN","instruct","q6ec2.g.move.54"
"q6ec2.txt","f",51,"i'm too far along here ","LS VBP RB RB IN RB","explain","q6ec2.f.move.55"
"q6ec2.txt","g",52,"and just level to the gatepost ","CC RB NN TO DT NN","instruct","q6ec2.g.move.56"
"q6ec2.txt","f",53,"so you want me to the left of the gate ","RB PRP VBP PRP TO DT NN IN DT NN","check","q6ec2.f.move.57"
"q6ec2.txt","g",54,"to the gate yeah ","TO DT NN NN","reply_y","q6ec2.g.move.58"
"q6ec2.txt","f",55,"i'll have to go back a bit now then ","LS MD VB TO VB RB DT NN RB RB","explain","q6ec2.f.move.59"
"q6ec2.txt","g",56,"yeah ","NN","acknowledge","q6ec2.g.move.60"
"q6ec2.txt","g",57,"well i wasn't sure about the distance ","RB FW VBD RB JJ IN DT NN","explain","q6ec2.g.move.61"
"q6ec2.txt","f",58,"okay ","JJ","acknowledge","q6ec2.f.move.62"
"q6ec2.txt","g",59,"okay ","JJ","ready","q6ec2.g.move.63"
"q6ec2.txt","g",60,"now you are at the left of the gatepost ","RB PRP VBP IN DT NN IN DT NN","align","q6ec2.g.move.64"
"q6ec2.txt","f",61,"mmhmm ","NN","reply_y","q6ec2.f.move.65"
"q6ec2.txt","g",62,"and if you see what i mean standing at the top of it yeah ehm ","CC IN PRP VBP WP FW VB NN IN DT NN IN PRP JJ NN","align","q6ec2.g.move.66"
"q6ec2.txt","f",63,"do you want me to go through the gate ","VB PRP VB PRP TO VB IN DT NN","query_yn","q6ec2.f.move.67"
"q6ec2.txt","g",64,"no ","DT","reply_n","q6ec2.g.move.68"
"q6ec2.txt","f",65,"oh okay ","UH JJ","acknowledge","q6ec2.f.move.69"
"q6ec2.txt","g",66,"ah if as long as you're um next to the gatepost to the left that's fine ","RB IN RB JJ IN PRP VBP RB JJ TO DT NN TO DT VBN DT VBZ NN","instruct","q6ec2.g.move.70"
"q6ec2.txt","f",67,"mmhmm ","NN","acknowledge","q6ec2.f.move.71"
"q6ec2.txt","g",68,"um now ","RB RB","ready","q6ec2.g.move.72"
"q6ec2.txt","g",69,"on this map if you were to move upwards slightly and to the right and then once you'd moved to the right 'til about three quarters along the paper ","IN DT NN IN PRP VBD TO VB RB RB CC TO DT NN CC RB RB PRP MD VBN TO DT JJ RB IN CD NNS IN DT NN","explain","q6ec2.g.move.72.9"
"q6ec2.txt","f",70,"mmhmm ","NN","acknowledge","q6ec2.f.move.73"
"q6ec2.txt","g",71,"and then move upwards ","CC RB VB RB","explain","q6ec2.g.move.74"
"q6ec2.txt","f",72,"uh-huh ","RB","acknowledge","q6ec2.f.move.75"
"q6ec2.txt","g",73,"you would come to a ruined monastery ","PRP MD VB TO DT VBN NN","explain","q6ec2.g.move.76"
"q6ec2.txt","f",74,"uh-huh ","RB","acknowledge","q6ec2.f.move.77"
"q6ec2.txt","g",75,"is that the same ","VBZ IN DT JJ","query_yn","q6ec2.g.move.78"
"q6ec2.txt","f",76,"yeah ","NN","reply_y","q6ec2.f.move.79"
"q6ec2.txt","f",77,"have you got a youth hostel ","VB PRP VBD DT NN NN","query_yn","q6ec2.f.move.80"
"q6ec2.txt","g",78,"no ","DT","reply_n","q6ec2.g.move.81"
"q6ec2.txt","f",79,"oh ","UH","acknowledge","q6ec2.f.move.82"
"q6ec2.txt","g",80,"okay ","JJ","align","q6ec2.g.move.83"
"q6ec2.txt","f",81,"well ","RB","ready","q6ec2.f.move.84"
"q6ec2.txt","f",82,"if i go up and right i come to a youth hostel before i come to a ruined monastery ","IN FW VB RB CC RB FW VBN TO DT NN NN IN FW VBN TO DT VBN NN","explain","q6ec2.f.move.85"
"q6ec2.txt","g",83,"yeah ","NN","ready","q6ec2.g.move.86"
"q6ec2.txt","g",84,"well it doesn't exist on mine so ","RB PRP VBZ RB VB IN PRP RB","explain","q6ec2.g.move.87"
"q6ec2.txt","f",85,"is that okay ","VBZ IN JJ","query_yn","q6ec2.f.move.88"
"q6ec2.txt","f",86,"i can go via the ","LS MD VB IN DT","explain","q6ec2.f.move.90"
"q6ec2.txt","g",87,"you just have to move round okay ","PRP RB VBP TO VB JJ JJ","instruct","q6ec2.g.move.91"
"q6ec2.txt","g",88,"you just you just have to move round okay now move ","PRP RB PRP RB VBP TO VB JJ JJ RB VBP","instruct","q6ec2.g.move.93"
"q6ec2.txt","f",89,"okay ","JJ","acknowledge","q6ec2.f.move.92"
"q6ec2.txt","g",90,"right ","RB","ready","q6ec2.g.move.94"
"q6ec2.txt","g",91,"i'll explain what to do before you do it ","LS MD VB WP TO VB IN PRP VBP PRP","explain","q6ec2.g.move.95"
"q6ec2.txt","g",92,"but on your map you'll have to avoid the youth hostel ","CC IN PRP$ NN PRP MD VB TO VB DT NN NN","instruct","q6ec2.g.move.97"
"q6ec2.txt","f",93,"why ","WRB","query_w","q6ec2.f.move.98"
"q6ec2.txt","g",94,"because i don't have one on mine ","IN FW VBP RB VB CD IN NN","reply_w","q6ec2.g.move.99"
"q6ec2.txt","f",95,"well ","RB","ready","q6ec2.f.move.100"
"q6ec2.txt","f",96,"can i not go through it anyway ","MD FW RB VB IN PRP RB","query_yn","q6ec2.f.move.101"
"q6ec2.txt","f",97,"it's not going to eat me ","PRP VBZ RB VBG TO VB PRP","explain","q6ec2.f.move.102"
"q6ec2.txt","g",98,"don't you think ","VBP RB PRP VBP","query_yn","q6ec2.g.move.103"
"q6ec2.txt","f",99,"it might ","PRP MD","reply_w","q6ec2.f.move.104"
"q6ec2.txt","g",100,"anyway ","RB","ready","q6ec2.g.move.105"
"q6ec2.txt","g",101,"okay eh ","JJ UH","ready","q6ec2.g.move.107"
"q6ec2.txt","g",102,"i'll just relay mine ","LS MD RB VB NN","explain","q6ec2.g.move.108"
"q6ec2.txt","g",103,"okay ","JJ","align","q6ec2.g.move.109"
"q6ec2.txt","f",104,"am i supposed to go through this gate ","RB FW VBN TO VB IN DT NN","query_yn","q6ec2.f.move.110"
"q6ec2.txt","g",105,"now you're at ","RB PRP VBP IN","align","q6ec2.g.move.111"
"q6ec2.txt","g",106,"you're at the broken gate ","PRP VBP IN DT JJ NN","align","q6ec2.g.move.113"
"q6ec2.txt","f",107,"yeah ","NN","reply_y","q6ec2.f.move.114"
"q6ec2.txt","f",108,"do i ","VB LS","query_yn","q6ec2.f.move.116"
"q6ec2.txt","g",109,"don't move thr-- through the broken gate ","VBP RB VB IN DT JJ NN","reply_n","q6ec2.g.move.115"
"q6ec2.txt","f",110,"why not ","WRB RB","query_w","q6ec2.f.move.116.5"
"q6ec2.txt","f",111,"do i have to climb the wall ","VB FW VBP TO VB DT NN","query_yn","q6ec2.f.move.117"
"q6ec2.txt","g",112,"p-- 'cause i don't ","VB FW VBP RB","reply_w","q6ec2.g.move.118"
"q6ec2.txt","f",113,"oh ","UH","acknowledge","q6ec2.f.move.119"
"q6ec2.txt","g",114,"okay ","JJ","align","q6ec2.g.move.120"
"q6ec2.txt","f",115,"okay ","JJ","reply_y","q6ec2.f.move.121"
"q6ec2.txt","g",116,"so ","RB","ready","q6ec2.g.move.122"
"q6ec2.txt","g",117,"wha-- what does your obstacle look like ","WP VBZ PRP$ NN VB IN","query_w","q6ec2.g.move.123"
"q6ec2.txt","f",118,"what obstacle ","WDT NN","query_w","q6ec2.f.move.124"
"q6ec2.txt","g",119,"the gate ","DT NN","reply_w","q6ec2.g.move.125"
"q6ec2.txt","g",120,"what's it look like ","WP VBZ PRP VB IN","query_w","q6ec2.g.move.127"
"q6ec2.txt","f",121,"no gate ","DT NN","check","q6ec2.f.move.126"
"q6ec2.txt","f",122,"well ","RB","ready","q6ec2.f.move.128"
"q6ec2.txt","f",123,"it's like a wall and then it's like a gate which is broken ","PRP VBZ IN DT NN CC RB PRP VBZ IN DT NN WDT VBZ VBN","reply_w","q6ec2.f.move.129"
"q6ec2.txt","g",124,"so it's it's basically two posts with a broken gate ","IN PRP VBZ PRP VBZ RB CD NNS IN DT JJ NN","check","q6ec2.g.move.130"
"q6ec2.txt","f",125,"if i don't go through the gate i have to ","IN FW VBP RB VB IN DT NN FW VBP TO","explain","q6ec2.f.move.131"
"q6ec2.txt","f",126,"uh-huh ","RB","reply_y","q6ec2.f.move.133"
"q6ec2.txt","g",127,"okay ","JJ","ready","q6ec2.g.move.134"
"q6ec2.txt","g",128,"and you're standing to the left of the left-hand post ","CC PRP VBP VBG TO DT NN IN DT JJ NN","align","q6ec2.g.move.135"
"q6ec2.txt","f",129,"mmhmm ","NN","reply_y","q6ec2.f.move.136"
"q6ec2.txt","f",130,"by the wall ","IN DT NN","explain","q6ec2.f.move.137"
"q6ec2.txt","g",131,"yep well ","RB RB","ready","q6ec2.g.move.138"
"q6ec2.txt","g",132,"move up until you're slightly clear of the gatepost if you see what i mean ","VB RP IN PRP VBP RB JJ IN DT NN IN PRP VBP WP FW VB","instruct","q6ec2.g.move.139"
"q6ec2.txt","f",133,"right ","RB","ready","q6ec2.f.move.140"
"q6ec2.txt","f",134,"shall i jump over the wall ","MD FW NN IN DT NN","check","q6ec2.f.move.141"
"q6ec2.txt","g",135,"no ","DT","reply_n","q6ec2.g.move.142"
"q6ec2.txt","g",136,"i didn't realise that there was a wall ","LS VBD RB VB IN EX VBD DT NN","explain","q6ec2.g.move.143"
"q6ec2.txt","g",137,"mine doesn't have a wall ","NN VBZ RB VB DT NN","explain","q6ec2.g.move.144"
"q6ec2.txt","f",138,"oh mine does ","UH PRP VBZ","explain","q6ec2.f.move.145"
"q6ec2.txt","g",139,"okay ","JJ","ready","q6ec2.g.move.146"
"q6ec2.txt","g",140,"well just ","RB RB","reply_y","q6ec2.g.move.147"
"q6ec2.txt","f",141,"jump over the wall ","NN IN DT NN","uncodable","q6ec2.f.move.148"
"q6ec2.txt","g",142,"basically jump over the wall yeah ","RB NN IN DT NN NN","reply_y","q6ec2.g.move.149"
"q6ec2.txt","f",143,"okay jumped ","JJ VBD","acknowledge","q6ec2.f.move.150"
"q6ec2.txt","g",144,"okay ","JJ","ready","q6ec2.g.move.151"
"q6ec2.txt","g",145,"now move right ","RB VB RB","instruct","q6ec2.g.move.152"
"q6ec2.txt","f",146,"right okay ","RB JJ","acknowledge","q6ec2.f.move.153"
"q6ec2.txt","g",147,"and move along to about three quarters along the way of the paper ","CC VB IN TO IN CD NNS IN DT NN IN DT NN","instruct","q6ec2.g.move.154"
"q6ec2.txt","f",148,"three quarters ","CD NNS","acknowledge","q6ec2.f.move.154.6"
"q6ec2.txt","f",149,"uh ","UH","uncodable","q6ec2.f.move.155.2"
"q6ec2.txt","f",150,"okay i'll go that side okay ","JJ FW MD VB DT NN JJ","acknowledge","q6ec2.f.move.155.9"
"q6ec2.txt","g",151,"now ","RB","ready","q6ec2.g.move.156"
"q6ec2.txt","g",152,"on my map if you were to move straight up until slightly higher than halfway up the paper ","IN PRP$ NN IN PRP VBD TO VB RB RP IN RB JJR IN RB IN DT NN","instruct","q6ec2.g.move.157"
"q6ec2.txt","f",153,"mmhmm ","NN","acknowledge","q6ec2.f.move.158"
"q6ec2.txt","f",154,"here's a ruined monastery ","RB VBZ DT VBN NN","explain","q6ec2.f.move.159"
"q6ec2.txt","g",155,"there's a ruined monastery ","EX VBZ DT VBN NN","acknowledge","q6ec2.g.move.160"
"q6ec2.txt","f",156,"okey-dokey ","NN","acknowledge","q6ec2.f.move.161"
"q6ec2.txt","g",157,"now ","RB","ready","q6ec2.g.move.162"
"q6ec2.txt","g",158,"move around the ruined monastery to the left ","VB IN DT VBN NN TO DT NN","instruct","q6ec2.g.move.163"
"q6ec2.txt","f",159,"to the left mmhmm ","TO DT JJ NN","acknowledge","q6ec2.f.move.164"
"q6ec2.txt","g",160,"and then move ","CC RB VB","instruct","q6ec2.g.move.165"
"q6ec2.txt","g",161,"do you have any obstacles between the monastery and the lake ","VB PRP VBP DT NNS IN DT NN CC DT NN","query_yn","q6ec2.g.move.166"
"q6ec2.txt","f",162,"um not directly no ","NN RB RB DT","reply_n","q6ec2.f.move.167"
"q6ec2.txt","g",163,"the lake is slightly lo-- the lake is lower down the lake is lower down than the monastery is ","DT NN VBZ RB DT NN VBZ JJR IN DT NN VBZ JJR IN IN DT NN VBZ","explain","q6ec2.g.move.168"
"q6ec2.txt","f",164,"is it ","VBZ PRP","check","q6ec2.f.move.171"
"q6ec2.txt","g",165,"it is on this one yeah ","PRP VBZ IN DT CD NN","reply_y","q6ec2.g.move.172"
"q6ec2.txt","f",166,"oh well my lake's in the top right-hand corner ","UH RB PRP$ NN POS IN DT JJ JJ NN","explain","q6ec2.f.move.173"
"q6ec2.txt","g",167,"oh i see ","UH FW VB","acknowledge","q6ec2.g.move.174"
"q6ec2.txt","g",168,"i have a west lake which is on the east actually but never mind ","LS VBP DT NN NN WDT VBZ IN DT JJ RB CC RB NN","explain","q6ec2.g.move.175"
"q6ec2.txt","f",169,"oh i have an east lake ","UH FW VBP DT JJ NN","explain","q6ec2.f.move.176"
"q6ec2.txt","g",170,"yeah okay ","RB JJ","acknowledge","q6ec2.g.move.177"
"q6ec2.txt","g",171,"do you have a stile ","VB PRP VBP DT NN","query_yn","q6ec2.g.move.178"
"q6ec2.txt","f",172,"yes ","RB","reply_y","q6ec2.f.move.179"
"q6ec2.txt","g",173,"you do have a stile ","PRP VBP VB DT NN","check","q6ec2.g.move.180"
"q6ec2.txt","f",174,"i have a stile ","LS VBP DT NN","reply_y","q6ec2.f.move.181"
"q6ec2.txt","g",175,"now is the s-- ","RB VBZ DT","query_yn","q6ec2.g.move.183"
"q6ec2.txt","f",176,"it's above the monastery ","PRP VBZ IN DT NN","explain","q6ec2.f.move.182"
"q6ec2.txt","g",177,"it's ","PRP VBZ","query_w","q6ec2.g.move.185"
"q6ec2.txt","f",178,"above the monastery ","IN DT NN","clarify","q6ec2.f.move.186"
"q6ec2.txt","g",179,"it's above and to the left of the monastery ","PRP VBZ JJ CC TO DT NN IN DT NN","check","q6ec2.g.move.187"
"q6ec2.txt","f",180,"yeah ","NN","reply_y","q6ec2.f.move.188"
"q6ec2.txt","g",181,"okay ","JJ","ready","q6ec2.g.move.189"
"q6ec2.txt","g",182,"now move over the top of the monastery if you see what i mean in relation to the paper ","RB VBP IN DT NN IN DT NN IN PRP VBP WP FW VB IN NN TO DT NN","instruct","q6ec2.g.move.190"
"q6ec2.txt","f",183,"oh i've just moved underneath ","UH FW VBP RB VBN IN","explain","q6ec2.f.move.191"
"q6ec2.txt","g",184,"no no well ","DT RB RB","reply_n","q6ec2.g.move.192"
"q6ec2.txt","g",185,"go back and move over the top ","VB RB CC VB IN DT NN","instruct","q6ec2.g.move.193"
"q6ec2.txt","f",186,"okay right okey-dokey ","JJ JJ NN","acknowledge","q6ec2.f.move.194"
"q6ec2.txt","g",187,"and then move left and upwards 'til you come to the stile ","CC RB VB RB CC RB RB PRP VBP TO DT NN","instruct","q6ec2.g.move.195"
"q6ec2.txt","g",188,"i'm not sure how that's going to aff-- affect your lake ","LS VBP RB JJ WRB DT VBZ VBG TO VB PRP$ NN","explain","q6ec2.g.move.196"
"q6ec2.txt","f",189,"what on a diagonal ","WDT IN DT JJ","query_yn","q6ec2.f.move.197"
"q6ec2.txt","g",190,"well ","RB","ready","q6ec2.g.move.199"
