"","filename","speaker","uttNum","transcript","pos_tags","move","moveid"
"23209","q7nc4.txt","f",99,"right an inch above it did you say ","RB DT NN IN PRP VBD PRP VBP","check","q7nc4.f.move.114"
"21525","q7ec6.txt","f",261,"just a wee curve going up towards abandoned truck ","RB DT NN NN VBG RP IN VBN NN","check","q7ec6.f.move.254"
"18339","q6ec8.txt","f",58,"quite a bit up ","RB DT NN RP","check","q6ec8.f.move.59"
"23655","q7nc6.txt","f",103,"then that's it ","RB DT VBZ PRP","check","q7nc6.f.move.108"
"11919","q4nc3.txt","f",536,"so i c-- i ","RB FW FW","check","q4nc3.f.move.579"
"1865","q1nc1.txt","f",573,"so i i g-- i i go left beneath the nuclear test site ","RB FW FW FW FW VB RB IN DT JJ NN NN","check","q1nc1.f.move.582"
"721","q1ec5.txt","f",114,"so i i'll be avoiding the saloon bar ","RB FW FW MD VB VBG DT NN NN","check","q1ec5.f.move.118"
"25850","q8nc1.txt","f",81,"so i k-- i go over the top of the crevasse ","RB FW FW VB IN DT NN IN DT NN","check","q8nc1.f.move.87"
"10443","q4ec7.txt","f",47,"so i i go upwards like the same distance away from the paper ","RB FW FW VB NNS IN DT JJ NN RB IN DT NN","check","q4ec7.f.move.49"
"5288","q2ec7.txt","f",48,"so i g-- i'm going to cross over the iron bridge ","RB FW FW VBP VBG TO VB IN DT NN NN","check","q2ec7.f.move.49"
"18768","q6nc2.txt","f",100,"so i so it's going to overnight accommodation then ","RB FW IN PRP VBZ VBG TO JJ NN RB","check","q6nc2.f.move.101"
"1382","q1nc1.txt","f",90,"so i could ju-- ","RB FW MD","check","q1nc1.f.move.96"
"1940","q1nc1.txt","f",648,"so i'd ha-- i'd have to go up between the golf course and the nuclear test site ","RB FW MD FW MD VB TO VB RP IN DT NN NN CC DT JJ NN NN","check","q1nc1.f.move.658"
"11164","q4nc2.txt","f",116,"so i could just drop right down then ","RB FW MD RB VB RB RB RB","check","q4nc2.f.move.107"
"24525","q8ec3.txt","f",113,"well i'll just go straight down there ","RB FW MD RB VB RB RB RB","check","q8ec3.f.move.112"
"21860","q7ec7.txt","f",49,"so i'll draw a line straight across to above that ","RB FW MD VB DT NN RB IN TO IN DT","check","q7ec7.f.move.50"
"2579","q1nc3.txt","f",204,"so i should be around the middle of the page ","RB FW MD VB IN DT NN IN DT NN","check","q1nc3.f.move.220"
"24051","q8ec1.txt","f",105,"so i should be above the start point now ","RB FW MD VB IN DT NN NN RB","check","q8ec1.f.move.104"
"10522","q4ec7.txt","f",126,"so i'd be on like a horizontal line with the saxon barn yeah ","RB FW MD VB IN IN DT JJ NN IN DT NN NN NN","check","q4ec7.f.move.134"
"10871","q4nc1.txt","f",81,"right i'll be underneath it by about two or three centimetres ","RB FW MD VB IN PRP IN IN CD CC CD NNS","check","q4nc1.f.move.86"
"10490","q4ec7.txt","f",94,"so i should be like just underneath the collapsed shelter uh-huh ","RB FW MD VB IN RB IN DT JJ NN NN","check","q4ec7.f.move.99"
"2181","q1nc2.txt","f",203,"so i should be f-- more than halfway up the page further ","RB FW MD VB JJR IN RB IN DT NN RB","check","q1nc2.f.move.201"
"3447","q1nc7.txt","f",87,"so i should be just a ve-- just below the forest as well ","RB FW MD VB RB DT RB IN DT NN RB RB","check","q1nc7.f.move.96"
"4962","q2ec5.txt","f",98,"so i'll let out a well i'll allow for being above the fallen pillars yeah ","RB FW MD VB RP DT RB FW MD VB IN VBG IN DT VBN NNS VBP","check","q2ec5.f.move.100"
"19560","q6nc5.txt","f",29,"so i'll need to go down past the missionary camp won't i ","RB FW MD VB TO VB RP IN DT JJ NN MD RB LS","check","q6nc5.f.move.30"
"2809","q1nc4.txt","f",30,"am i right under the sandstone cliffs ","RB FW NN IN DT NN NNS","check","q1nc4.f.move.31"
"22203","q7ec8.txt","f",252,"so i sort of curve underneath seven beeches and round and then over to back to where i started from ","RB FW NN IN NN IN CD NNS CC NN CC RB IN TO VB TO WRB FW VBN IN","check","q7ec8.f.move.271"
"17480","q6ec3.txt","f",32,"so i move along so that i'm to the left of the missionary camp when i go down ","RB FW NN IN RB IN FW VBP TO DT NN IN DT JJ NN WRB FW VB RB","check","q6ec3.f.move.32"
"22343","q7ec8.txt","f",392,"so i curve round oh so i'm on its left-hand side and i'm out about half an inch bef-- bottom ","RB FW NN NN UH RB FW VBP IN PRP$ JJ NN CC FW VBP RP IN PDT DT NN NN","check","q7ec8.f.move.420"
"10376","q4ec6.txt","f",92,"so i curve round that ","RB FW NN NN WDT","check","q4ec6.f.move.108"
"25795","q8nc1.txt","f",26,"so i just i go sh-- sh-- straight down ","RB FW RB FW VB RB RB","check","q8nc1.f.move.27"
"7278","q3ec1.txt","f",44,"so i really shouldn't hit it then if i'm south of the diamond mine ","RB FW RB MD RB VB PRP RB IN FW VBP RB IN DT NN NN","check","q3ec1.f.move.47"
"2105","q1nc2.txt","f",127,"so i just sort of is that like round the collapsed shelter a line going round ","RB FW RB NN IN VBZ IN IN NN DT JJ NN DT NN VBG NN","check","q1nc2.f.move.127"
"1898","q1nc1.txt","f",606,"so i just go from there now ","RB FW RB VB IN RB RB","check","q1nc1.f.move.616"
"14155","q5ec2.txt","f",9,"so i just go s-- left ","RB FW RB VB RB","check","q5ec2.f.move.9"
"26856","q8nc7.txt","f",157,"so i just go up and round ","RB FW RB VB RB CC NN","check","q8nc7.f.move.161"
"18274","q6ec7.txt","f",145,"so i just go straight down ","RB FW RB VB RB RB","check","q6ec7.f.move.145"
"506","q1ec3.txt","f",281,"so i just go straight up north ","RB FW RB VB RB RB RB","check","q1ec3.f.move.287"
"11297","q4nc2.txt","f",249,"so i just go straight down right ","RB FW RB VB RB RB RB","check","q4nc2.f.move.247"
"9885","q4ec3.txt","f",189,"so i just go down to the right of pebbled shore ","RB FW RB VB RB TO DT NN IN JJ NN","check","q4ec3.f.move.199"
"18793","q6nc2.txt","f",125,"so i just want to go up from there ","RB FW RB VB TO VB RP IN EX","check","q6nc2.f.move.128"
"19020","q6nc2.txt","f",352,"so i just want to go up so i'm underneath the lake ","RB FW RB VB TO VB RP RB FW VBP IN DT NN","check","q6nc2.f.move.358"
"12845","q4nc6.txt","f",63,"am i just going straight up ","RB FW RB VBG RB RB","check","q4nc6.f.move.67"
"5341","q2ec7.txt","f",101,"so i go undern-- and now i'm underneath the tree ","RB FW VB CC RB FW VBP IN DT NN","check","q2ec7.f.move.106"
"10844","q4nc1.txt","f",54,"so i draw a line through the rope bridge ","RB FW VB DT NN IN DT NN NN","check","q4nc1.f.move.57"
"4082","q1nc8.txt","f",245,"so i draw the line beneath where it says lake ","RB FW VB DT NN IN WRB PRP VBZ NN","check","q1nc8.f.move.253"
"14826","q5ec6.txt","f",24,"so i go below that and round underneath the bottom of the pine tree ","RB FW VB IN DT CC JJ IN DT NN IN DT VBP NN","check","q5ec6.f.move.23"
"18722","q6nc2.txt","f",54,"so i go between the the circle the stone circle and the gate then ","RB FW VB IN DT DT NN DT NN NN CC DT NN RB","check","q6nc2.f.move.53"
"9905","q4ec3.txt","f",209,"so i go underneath the beach the pebbled shore again ","RB FW VB IN DT NN DT JJ NN RB","check","q4ec3.f.move.220"
"15855","q5nc4.txt","f",13,"so i go underneath the cliffs ","RB FW VB IN DT NNS","check","q5nc4.f.move.13"
"15870","q5nc4.txt","f",28,"so i go underneath the cliffs ","RB FW VB IN DT NNS","check","q5nc4.f.move.28"
"11414","q4nc3.txt","f",31,"so i start from start an-- ","RB FW VB IN NN","check","q4nc3.f.move.35"
"15939","q5nc4.txt","f",97,"so i go over to the pine forest and then go down ","RB FW VB IN TO DT VB NN CC RB VB RB","check","q5nc4.f.move.95"
"20913","q7ec3.txt","f",132,"so i go round it ","RB FW VB JJ PRP","check","q7ec3.f.move.137"
"11991","q4nc4.txt","f",60,"so i take it i'm trying to miss a parked van that's at the bottom of the page here ","RB FW VB PRP FW VBP VBG TO VB DT VBN NN WDT VBZ IN DT NN IN DT NN RB","check","q4nc4.f.move.67"
"774","q1ec6.txt","f",14,"so i go straight ","RB FW VB RB","check","q1ec6.f.move.13"
"11889","q4nc3.txt","f",506,"so i go down ","RB FW VB RB","check","q4nc3.f.move.545"
"16084","q5nc4.txt","f",242,"so i go down and then along ","RB FW VB RB CC RB IN","check","q5nc4.f.move.246"
"5269","q2ec7.txt","f",29,"so i go down and then round towards local residents ","RB FW VB RB CC RB JJ IN JJ NNS","check","q2ec7.f.move.29"
"1879","q1nc1.txt","f",587,"so i go left along the left-hand side of the golf course ","RB FW VB RB IN DT JJ NN IN DT NN NN","check","q1nc1.f.move.596"
"16085","q5nc4.txt","f",243,"right i go down from crane bay ","RB FW VB RB IN NN NN","check","q5nc4.f.move.246.9"
"1967","q1nc1.txt","f",675,"so i go left now i take it ","RB FW VB RB RB FW VB PRP","check","q1nc1.f.move.689"
"10024","q4ec4.txt","f",99,"so i go up just below th-- just to below the parked van ","RB FW VB RB RB IN RB TO IN DT VBN NN","check","q4ec4.f.move.106"
"18806","q6nc2.txt","f",138,"so i go straight up round to the right over the top and down by the left ","RB FW VB RB RP NN TO DT NN IN DT JJ CC RB IN DT NN","check","q6nc2.f.move.142"
"18153","q6ec7.txt","f",24,"so i go down to the tip and then turn ","RB FW VB RB TO DT NN CC RB VB","check","q6ec7.f.move.24"
"7802","q3ec4.txt","f",69,"so i go back left again i keep going left agai-- i go down then i go left ","RB FW VB RB VBN RB FW VB VBG JJ FW VB RP RB FW VB RB","check","q3ec4.f.move.72"
"12696","q4nc5.txt","f",341,"'til i come down to the pebbled shore ","RB FW VB RP TO DT JJ NN","check","q4nc5.f.move.357"
"15148","q5ec8.txt","f",42,"so i turn to my right ","RB FW VB TO PRP$ NN","check","q5ec8.f.move.41"
"14188","q5ec2.txt","f",42,"so i start swinging to the right again ","RB FW VB VBG TO DT NN RB","check","q5ec2.f.move.43"
"5816","q2nc2.txt","f",135,"am i doing an arc eh that's curving up and over to the left ","RB FW VBG DT NN UH DT VBZ VBG RP CC IN TO DT NN","check","q2nc2.f.move.144"
"12314","q4nc4.txt","f",383,"am i doing an ""s"" round telephone ","RB FW VBG DT NNS VBP NN","check","q4nc4.f.move.400"
"19833","q6nc6.txt","f",90,"am i going in a curve ","RB FW VBG IN DT NN","check","q6nc6.f.move.96"
"24013","q8ec1.txt","f",67,"am i going across the r-- right it's across the rope bridge ","RB FW VBG IN DT NN PRP VBZ IN DT NN NN","check","q8ec1.f.move.65"
"10197","q4ec5.txt","f",96,"so i come round the the concealed hideout ","RB FW VBN NN DT DT VBN NN","check","q4ec5.f.move.118"
"2226","q1nc2.txt","f",248,"am i meant to be a-- away over the left-hand side ","RB FW VBN TO VB RB IN DT JJ NN","check","q1nc2.f.move.247"
"18402","q6ec8.txt","f",121,"so i'm ","RB FW VBP","check","q6ec8.f.move.120"
"20334","q7ec1.txt","f",39,"so i'm ","RB FW VBP","check","q7ec1.f.move.35"
"21159","q7ec5.txt","f",20,"so i'm go-- ","RB FW VBP","check","q7ec5.f.move.21"
"26921","q8nc8.txt","f",33,"so i'm ","RB FW VBP","check","q8nc8.f.move.36"
"247","q1ec3.txt","f",22,"so i continue and go below the fast running creek ","RB FW VBP CC VBP IN DT JJ VBG NN","check","q1ec3.f.move.23"
"24364","q8ec2.txt","f",94,"so i'm two thirds of the way down now ","RB FW VBP CD NNS IN DT NN RB RB","check","q8ec2.f.move.92"
"11923","q4nc3.txt","f",540,"so i do that and then do a cross and finish ","RB FW VBP DT CC RB VBP DT NN CC NN","check","q4nc3.f.move.581"
"12536","q4nc5.txt","f",181,"so i miss the bottom of the avalanche i'm going underneath the avalanche ","RB FW VBP DT NN IN DT NN FW VBP VBG IN DT NN","check","q4nc5.f.move.186"
"7794","q3ec4.txt","f",61,"so i do i go to the left of the abandoned truck ","RB FW VBP FW VB TO DT NN IN DT VBN NN","check","q3ec4.f.move.64"
"3016","q1nc5.txt","f",11,"am i am i going round the diamond mine and down ","RB FW VBP FW VBG NN DT NN NN CC RB","check","q1nc5.f.move.12"
"4399","q2ec2.txt","f",123,"so i'm i'm i'm g-- like on the bank on the bank of the east lake ","RB FW VBP FW VBP FW VBP IN IN DT NN IN DT NN IN DT JJ NN","check","q2ec2.f.move.126"
"1950","q1nc1.txt","f",658,"so i've i've to go round it on the right-hand side ","RB FW VBP FW VBP TO VB JJ PRP IN DT JJ NN","check","q1nc1.f.move.670"
"17590","q6ec3.txt","f",142,"so i'm i'm moving right basically ","RB FW VBP FW VBP VBG RB RB","check","q6ec3.f.move.140"
"18916","q6nc2.txt","f",248,"so i'm at the bo-- i'm sort of at the left-hand bottom of the popular tourist spot castle thing ","RB FW VBP IN DT FW VBP NN IN IN DT JJ NN IN DT JJ NN NN NN NN","check","q6nc2.f.move.253"
"13218","q4nc7.txt","f",59,"so i'm in a diagonal at the moment ","RB FW VBP IN DT JJ IN DT NN","check","q4nc7.f.move.63"
"9160","q3nc6.txt","f",86,"so i'm on the left-hand side of the remote village right ","RB FW VBP IN DT JJ NN IN DT JJ NN NN","check","q3nc6.f.move.90"
"21481","q7ec6.txt","f",217,"so i'm on the right-hand side of the footbridge and i'm going half a centimetre ","RB FW VBP IN DT JJ NN IN DT NN CC FW VBP VBG PDT DT NN","check","q7ec6.f.move.208"
"3440","q1nc7.txt","f",80,"so i'm below a forest ","RB FW VBP IN DT NN","check","q1nc7.f.move.88"
"25656","q8ec8.txt","f",22,"ha-- so i'm under the ""h"" ","RB FW VBP IN DT NN","check","q8ec8.f.move.20"
"21464","q7ec6.txt","f",200,"so i'm below the footbridge or right at the edge ","RB FW VBP IN DT NN CC NN IN DT NN","check","q7ec6.f.move.191"
"11267","q4nc2.txt","f",219,"so i'm below the rope the rope bridge then ","RB FW VBP IN DT NN DT NN NN RB","check","q4nc2.f.move.215"
"18904","q6nc2.txt","f",236,"so i'm over the stile i've turn right 'til i reach the end of the stile ","RB FW VBP IN DT NN FW VBP VB JJ RB FW VBP DT NN IN DT NN","check","q6nc2.f.move.241"
"13808","q4nc8.txt","f",237,"so i'm at the bottom of the giraffes just now ","RB FW VBP IN DT NN IN DT NNS RB RB","check","q4nc8.f.move.253"
"20093","q6nc7.txt","f",181,"so i'm in a sort of line down from that sort of thing ","RB FW VBP IN DT NN IN NN RB IN DT NN IN NN","check","q6nc7.f.move.192"
"10551","q4ec7.txt","f",155,"so i'm above the rope bridge ","RB FW VBP IN DT NN NN","check","q4ec7.f.move.164"
"24232","q8ec1.txt","f",286,"so i'm under the point where i jumped over the mountain now ","RB FW VBP IN DT NN WRB FW VBD IN DT NN RB","check","q8ec1.f.move.297"
"20904","q7ec3.txt","f",123,"so i'm below the fallen cairn ","RB FW VBP IN DT VBN NN","check","q7ec3.f.move.128"
"3644","q1nc7.txt","f",284,"so i'm like i'm really kind of doubling back on myself a bit ","RB FW VBP IN FW VBP RB NN IN VBG RB IN PRP DT NN","check","q1nc7.f.move.303"
"2612","q1nc3.txt","f",237,"so i'm at bottom where the writing is of the walled city so i'm just just t-- in a straight line down there curve right round it 'til i'm there ","RB FW VBP IN NN WRB DT NN VBZ IN DT JJ NN RB FW VBP RB RB IN DT JJ NN IN RB NN JJ NN PRP RB FW VBP RB","check","q1nc3.f.move.258"
"24101","q8ec1.txt","f",155,"so i'm curving ab-- i'm sloping then ","RB FW VBP JJ FW VBP VBG RB","check","q8ec1.f.move.156"
"14548","q5ec4.txt","f",62,"so i'm cut ","RB FW VBP NN","check","q5ec4.f.move.64"
"12430","q4nc5.txt","f",75,"so i'm level with ravine and coming across to to the ""t"" of forest ","RB FW VBP NN IN NN CC VBG IN TO TO DT NN IN NN","check","q4nc5.f.move.76"
"23318","q7nc4.txt","f",208,"so i'm sort of directly above the old temple is where i finish ","RB FW VBP NN IN RB IN DT JJ NN VBZ WRB FW NN","check","q7nc4.f.move.234"
"20387","q7ec1.txt","f",92,"so i reach them you want me to did you go past it just a wee bit and then go down ","RB FW VBP PRP PRP VBP PRP TO VBD PRP VB IN PRP RB DT NN NN CC RB VB RB","check","q7ec1.f.move.86"
"14693","q5ec5.txt","f",33,"so i'm just ","RB FW VBP RB","check","q5ec5.f.move.31"
"5275","q2ec7.txt","f",35,"so i'm now i go underneath the local residents ","RB FW VBP RB FW VB IN DT JJ NNS","check","q2ec7.f.move.35"
"12492","q4nc5.txt","f",137,"so i-- i don't i'm going d-- d-- down the left-hand side of pine grove ","RB FW VBP RB FW VBP VBG IN DT JJ NN IN VB NN","check","q4nc5.f.move.140"
"22129","q7ec8.txt","f",178,"so i'm actually i'm starting here and i'm finishing ","RB FW VBP RB FW VBP VBG RB CC FW VBP VBG","check","q7ec8.f.move.193"
"22270","q7ec8.txt","f",319,"so i'm so i'm coming down on the right-hand the left-hand side of the reclaimed fields ","RB FW VBP RB FW VBP VBG RB IN DT JJ DT JJ NN IN DT VBN NNS","check","q7ec8.f.move.342"
"19255","q6nc3.txt","f",172,"'til i'm directly under the white mountain ","RB FW VBP RB IN DT JJ NN","check","q6nc3.f.move.169"
"9382","q3nc8.txt","f",108,"so i'm down near the attractive cliffs ","RB FW VBP RB IN DT JJ NNS","check","q3nc8.f.move.113"
"276","q1ec3.txt","f",51,"so i'm still below the diamond mine ","RB FW VBP RB IN DT NN NN","check","q1ec3.f.move.50"
"24103","q8ec1.txt","f",157,"so i'm now under the saxon barn ","RB FW VBP RB IN DT NN NN","check","q8ec1.f.move.160"
"12831","q4nc6.txt","f",49,"so i'm just like below the allotments just now ","RB FW VBP RB IN IN DT NNS RB RB","check","q4nc6.f.move.52"
"24140","q8ec1.txt","f",194,"so i'm now opposite the saxon barn ","RB FW VBP RB JJ DT NN NN","check","q8ec1.f.move.198"
"11902","q4nc3.txt","f",519,"so i don't actually touch the flagship ","RB FW VBP RB RB VB DT NN","check","q4nc3.f.move.559"
"7582","q3ec3.txt","f",30,"so i'm basically forming a rectangle here ","RB FW VBP RB VBG DT NN RB","check","q3ec3.f.move.27"
"13621","q4nc8.txt","f",50,"so i'm just going over the top of the hill ","RB FW VBP RB VBG IN DT NN IN DT NN","check","q4nc8.f.move.57.9"
"23502","q7nc5.txt","f",173,"so i'm basically going from where i am underneath the fallen cairn like ","RB FW VBP RB VBG IN WRB FW VBP IN DT VBN NN IN","check","q7nc5.f.move.198"
"22125","q7ec8.txt","f",174,"well i'm just curving back in ","RB FW VBP RB VBG RB IN","check","q7ec8.f.move.187"
"13600","q4nc8.txt","f",29,"so i've just got an an east line a right-hand a line going thr-- to the right all the way from ","RB FW VBP RB VBN DT DT JJ NN DT JJ DT NN VBG TO DT NN PDT DT NN IN","check","q4nc8.f.move.35"
"17955","q6ec5.txt","f",150,"so i've nearly made a circle round it ","RB FW VBP RB VBN DT NN NN PRP","check","q6ec5.f.move.154"
"19619","q6nc5.txt","f",88,"so i need to curve up and go in a ","RB FW VBP TO NN RB CC VB IN DT","check","q6nc5.f.move.90"
"19076","q6nc2.txt","f",408,"so i want to just go up same way the lake's going about two centimetres ","RB FW VBP TO RB VB RP JJ NN DT NN POS VBG RB CD NNS","check","q6nc2.f.move.413"
"19191","q6nc3.txt","f",108,"so i've to go ","RB FW VBP TO VB","check","q6nc3.f.move.107"
"21460","q7ec6.txt","f",196,"so i want to go ","RB FW VBP TO VB","check","q7ec6.f.move.186"
"11594","q4nc3.txt","f",211,"so i have to miss that ","RB FW VBP TO VB DT","check","q4nc3.f.move.239"
"5135","q2ec6.txt","f",58,"so i want to go under that ","RB FW VBP TO VB IN DT","check","q2ec6.f.move.57"
"558","q1ec4.txt","f",44,"so i've to go above the bakery down and and round ","RB FW VBP TO VB IN DT NN RB CC CC NN","check","q1ec4.f.move.46"
"12481","q4nc5.txt","f",126,"so i want to head towards the trees ","RB FW VBP TO VB IN DT NNS","check","q4nc5.f.move.129"
"19580","q6nc5.txt","f",49,"so i need to go along toward ","RB FW VBP TO VB IN IN","check","q6nc5.f.move.50"
"14413","q5ec3.txt","f",73,"so i have to go along towards the walled city ","RB FW VBP TO VB IN IN DT JJ NN","check","q5ec3.f.move.72"
"18707","q6nc2.txt","f",39,"so i want to go from start to underneath ","RB FW VBP TO VB IN NN TO IN","check","q6nc2.f.move.39"
"1315","q1nc1.txt","f",23,"so i need to stop short of that and turn right right and go and pass beneath the mill wheel or the old the old mill as you have it ","RB FW VBP TO VB JJ IN DT CC VB RB JJ CC VB CC VB IN DT NN NN CC DT JJ DT JJ NN IN PRP VBP PRP","check","q1nc1.f.move.24"
"12496","q4nc5.txt","f",141,"so i want to be right at the ""p"" ","RB FW VBP TO VB JJ IN DT NN","check","q4nc5.f.move.144"
"19009","q6nc2.txt","f",341,"so i want to be right underneath the bottom of the lake ","RB FW VBP TO VB JJ IN DT NN IN DT NN","check","q6nc2.f.move.346"
"2511","q1nc3.txt","f",136,"so i've to go round ","RB FW VBP TO VB NN","check","q1nc3.f.move.144"
"11968","q4nc4.txt","f",37,"so i want to go down ","RB FW VBP TO VB RB","check","q4nc4.f.move.41"
"1705","q1nc1.txt","f",413,"so i've to double back on myself ","RB FW VBP TO VB RB IN PRP","check","q1nc1.f.move.419"
"85","q1ec2.txt","f",7,"so i have to walk straight ahead from the start ","RB FW VBP TO VB RB RB IN DT NN","check","q1ec2.f.move.8"
"195","q1ec2.txt","f",117,"so i've to go down to so that the antelopes are to my left ","RB FW VBP TO VB RB TO RB IN DT NNS VBP TO PRP$ NN","check","q1ec2.f.move.121"
"19394","q6nc4.txt","f",111,"so i need to go down as well yeah ","RB FW VBP TO VB RP RB RB JJ","check","q6nc4.f.move.110"
"22156","q7ec8.txt","f",205,"so i want to go up to ","RB FW VBP TO VB RP TO","check","q7ec8.f.move.221"
"19041","q6nc2.txt","f",373,"so i want to go to the the bottom right-hand corner of the lake to start with ","RB FW VBP TO VB TO DT DT JJ JJ NN IN DT NN TO VB IN","check","q6nc2.f.move.376"
"21665","q7ec6.txt","f",401,"so i want to go where am i ending up beside the ""a"" again ","RB FW VBP TO VB WRB VBP FW VBG RP IN DT DT RB","check","q7ec6.f.move.388"
"12058","q4nc4.txt","f",127,"so i'm going ","RB FW VBP VBG","check","q4nc4.f.move.131"
"3618","q1nc7.txt","f",258,"so i'm doing a cir-- ","RB FW VBP VBG DT","check","q1nc7.f.move.274"
"11439","q4nc3.txt","f",56,"so i'm going a curve and it goes down to the ravine ","RB FW VBP VBG DT NN CC PRP VBZ RB TO DT NN","check","q4nc3.f.move.62"
"5883","q2nc2.txt","f",202,"so i'm drawing a line around the top of the dutch elm ending up at underneath it ","RB FW VBP VBG DT NN IN DT NN IN DT JJ FW VBG RP IN IN PRP","check","q2nc2.f.move.215"
"16155","q5nc5.txt","f",22,"so i'm making a curve round the diamond mine yeah ","RB FW VBP VBG DT NN NN DT NN NN NN","check","q5nc5.f.move.22"
"5498","q2ec8.txt","f",89,"so i'm going above the ","RB FW VBP VBG IN DT","check","q2ec8.f.move.89"
"3863","q1nc8.txt","f",26,"so i'm going above the collapsed shelter ","RB FW VBP VBG IN DT JJ NN","check","q1nc8.f.move.27"
"11272","q4nc2.txt","f",224,"so i'm heading for the rope ","RB FW VBP VBG IN DT NN","check","q4nc2.f.move.221"
"18157","q6ec7.txt","f",28,"so i'm going over the bay ","RB FW VBP VBG IN DT NN","check","q6ec7.f.move.29"
"12448","q4nc5.txt","f",93,"so i'm go-- going a-- across the top of the ravine ","RB FW VBP VBG IN DT NN IN DT NN","check","q4nc5.f.move.95"
"21170","q7ec5.txt","f",31,"so i'm going between the picnic site and the adventure playground ","RB FW VBP VBG IN DT NN NN CC DT NN NN","check","q7ec5.f.move.33"
"12173","q4nc4.txt","f",242,"so i'm going across underneath the alpine garden ","RB FW VBP VBG IN IN DT JJ NN","check","q4nc4.f.move.253"
"12203","q4nc4.txt","f",272,"so i'm coming into about the middle of the alpine garden ","RB FW VBP VBG IN IN DT NN IN DT JJ NN","check","q4nc4.f.move.285"
"9553","q4ec2.txt","f",70,"so i'm going towards field station ","RB FW VBP VBG IN NN NN","check","q4ec2.f.move.71"
"16226","q5nc5.txt","f",93,"so i'm going over stone creek ","RB FW VBP VBG IN NN NN","check","q5nc5.f.move.96"
"1204","q1ec8.txt","f",67,"so i'm going above them ","RB FW VBP VBG IN PRP","check","q1ec8.f.move.68"
"8729","q3nc3.txt","f",99,"so i'm going underneath it ","RB FW VBP VBG IN PRP","check","q3nc3.f.move.102"
"20347","q7ec1.txt","f",52,"right i'm going past it here right and then south ","RB FW VBP VBG IN PRP RB RB CC RB RB","check","q7ec1.f.move.49"
"24217","q8ec1.txt","f",271,"so i'm getting near to where i jumped over the mountain ","RB FW VBP VBG IN TO WRB FW VBD IN DT NN","check","q8ec1.f.move.282"
"20336","q7ec1.txt","f",41,"so i'm going round indian country and down to the left then down below the gold mine ","RB FW VBP VBG JJ JJ NN CC RB TO DT JJ RB RB IN DT NN NN","check","q7ec1.f.move.37"
"2559","q1nc3.txt","f",184,"so i'm going round ","RB FW VBP VBG NN","check","q1nc3.f.move.197"
"3418","q1nc7.txt","f",58,"so i'm going rou-- round the left-hand side of the mill ","RB FW VBP VBG NN DT JJ NN IN DT NN","check","q1nc7.f.move.66"
"3464","q1nc7.txt","f",104,"so i'm going round the right-hand side of the forest which you haven't got ","RB FW VBP VBG NN DT JJ NN IN DT NN WDT PRP VBP RB VBN","check","q1nc7.f.move.114"
"12434","q4nc5.txt","f",79,"so i'm going round the top of the ravine ","RB FW VBP VBG NN DT NN IN DT NN","check","q4nc5.f.move.80"
"3382","q1nc7.txt","f",22,"so i'm going round the left of the caravan park ","RB FW VBP VBG NN DT NN IN DT NN NN","check","q1nc7.f.move.25"
"12269","q4nc4.txt","f",338,"so i'm missing it then ","RB FW VBP VBG PRP RB","check","q4nc4.f.move.353"
"2003","q1nc2.txt","f",25,"so i-- i'm going left ","RB FW VBP VBG RB","check","q1nc2.f.move.27"
"2304","q1nc2.txt","f",326,"so i'm going up ","RB FW VBP VBG RB","check","q1nc2.f.move.327"
"9325","q3nc8.txt","f",51,"so i'm going right ","RB FW VBP VBG RB","check","q3nc8.f.move.55"
"13767","q4nc8.txt","f",196,"so i'm going just a straight line up ","RB FW VBP VBG RB DT JJ NN RB","check","q4nc8.f.move.213"
"22058","q7ec8.txt","f",107,"so i'm coming down past the left ","RB FW VBP VBG RB IN DT NN","check","q7ec8.f.move.118"
"900","q1ec7.txt","f",33,"so i'm going down below the picket fence ","RB FW VBP VBG RB IN DT NN NN","check","q1ec7.f.move.34"
"5156","q2ec6.txt","f",79,"so i'm cutting right across to the ","RB FW VBP VBG RB IN TO DT","check","q2ec6.f.move.78"
"25915","q8nc1.txt","f",146,"so i'm going right round ","RB FW VBP VBG RB JJ","check","q8nc1.f.move.156"
"9037","q3nc5.txt","f",87,"so i'm coming diagonally down ","RB FW VBP VBG RB RB","check","q3nc5.f.move.91"
"13720","q4nc8.txt","f",149,"so i'm going straight down ","RB FW VBP VBG RB RB","check","q4nc8.f.move.162"
"17495","q6ec3.txt","f",47,"so i'm going straight up and actually cross over the rope bridge ","RB FW VBP VBG RB RB CC RB VBP IN DT NN NN","check","q6ec3.f.move.47"
"14073","q5ec1.txt","f",216,"so i'm coming back d-- back down the paper again ","RB FW VBP VBG RB RB IN DT NN RB","check","q5ec1.f.move.216"
"27070","q8nc8.txt","f",182,"so i'm going back down again ","RB FW VBP VBG RB RB RB","check","q8nc8.f.move.185"
"25321","q8ec6.txt","f",199,"so i'm going right round the top of it now ","RB FW VBP VBG RB VBP DT NN IN PRP RB","check","q8ec6.f.move.196"
"18396","q6ec8.txt","f",115,"so i'm going up the edge of the page ","RB FW VBP VBG RP DT NN IN DT NN","check","q6ec8.f.move.116"
